clusterId,centrotype,cent.factor,nr of peaks in cluster,scan,retention,retentionMean,mass,max sample name,max value,QUANT_START,Qe05965,Qe05948,Qe05949,Qe05950,Qe05951,Qe05952,Qe05953,Qe05954,Qe05955,Qe05956,Qe05957,Qe05958,Qe05959,Qe05960,Qe05961,Qe05962,Qe05963,Qe05964,Qe05966,Qe05967,Qe05968,Qe05969,Qe05970,Qe05971,Qe05972,Qe05973,QUANT_END,mass list,(relative)intensity list
184,4797,1.0,3,1308,7435516,7281285,4.44086365E8,Qe05971,2315115.725636299,>>,898342.0599586025,182728.70111922376,64833.09571978042,354331.9766921021,363559.8738691391,115173.89602402993,718684.9476647715,386440.7617088757,202383.20860805654,462950.0404659532,686746.1183849352,509063.7709619578,339684.5181911813,386498.6106488413,408724.9069759932,556795.1657779255,222955.58987360905,752729.7071310178,638851.5044671666,843439.2186846042,389503.8558634395,698009.1145064197,1859470.587945773,2315115.725636299,1695764.01492929,723876.2253297921,<<,4.43082916E8;4.44086365E8;4.6506485E8;,999.0;215.56;98.37;
185,4812,1.0,4,1339,7618839,7380198,4.45087524E8,Qe05971,771105.1683481864,>>,161017.26567294172,58004.280838462786,81455.6456555335,95067.92976285466,98076.37191245965,0.0,93670.80845668787,76365.02962560534,80320.00216288274,82279.63847008215,152096.14440442092,0.0,0.0,0.0,89052.97518920565,95502.11801408052,72975.46667770209,91763.27473963557,0.0,0.0,0.0,84581.80106435974,383940.51630018506,771105.1683481864,658009.6522819623,141913.94748178413,<<,3.85113708E8;5.45114197E8;4.45087524E8;3.86117279E8;,999.0;356.8;310.98;187.06;
186,4819,1.0,3,1356,7715864,7561952,2.66066559E8,Qe05971,863070.8957931246,>>,136499.130880786,135805.06964222866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133118.40512161457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363199.0666873999,863070.8957931246,710547.6054813863,199141.27092565905,<<,2.66066559E8;1.5305545E8;4.51058655E8;,999.0;793.77;183.91;
187,4855,1.0,2,1401,7961518,7796245,3.75129303E8,Qe05970,244850.4726825771,>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244850.4726825771,233488.5567288351,230495.71645182374,0.0,<<,3.75129303E8;3.71098877E8;,999.0;421.13;
188,4890,1.0,2,1436,8139008,7702450,3.52079651E8,Qe05971,693824.5666066101,>>,0.0,0.0,130292.16339835816,0.0,0.0,108185.15370971442,0.0,0.0,0.0,0.0,0.0,168247.46314287826,92149.87203036345,0.0,0.0,0.0,0.0,127349.29522784619,0.0,90875.9290982424,122426.51574995613,0.0,196845.7619588253,693824.5666066101,234156.67566076026,113672.90787885123,<<,3.52079651E8;3.8108313E8;,999.0;185.02;
189,4903,1.0,2,1450,8209288,8059701,7.30165833E8,Qe05971,464202.44412117335,>>,142669.62667404828,164268.02784398393,0.0,0.0,0.0,57850.3601537869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59855.31870557432,0.0,0.0,0.0,0.0,0.0,0.0,94831.48363968477,464202.44412117335,55674.30396338573,57846.408697229585,<<,7.10190308E8;7.30165833E8;,999.0;727.23;
190,4917,1.0,2,1464,8275239,8192457,1.30014313E8,Qe05972,358891.0124207195,>>,67838.53610553102,0.0,0.0,0.0,0.0,88430.03866498645,0.0,0.0,0.0,0.0,0.0,64392.11547404621,0.0,0.0,0.0,0.0,0.0,63311.163896634236,91420.90468537425,0.0,0.0,0.0,341480.0424914179,358150.17687491234,358891.0124207195,92223.86871558869,<<,1.30014313E8;4.15087494E8;,999.0;515.88;
191,4946,1.0,3,1493,8418973,8268508,7.0516571E8,Qe05972,267762.5034978902,>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232995.39559581171,193952.06224476057,267762.5034978902,0.0,<<,7.0516571E8;7.11192627E8;3.67065918E8;,999.0;864.6;468.66;
192,4955,1.0,2,1505,8474575,8286003,7.07181885E8,Qe05971,4.828430302699767E7,>>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4366525.286832745,0.0,0.0,0.0,2962892.3758117547,0.0,0.0,0.0,2971052.5284079737,4554446.5254726205,3935025.855272729,0.0,2491883.3430592553,4.828430302699767E7,0.0,1566829.1802732185,<<,7.07181885E8;7.08185486E8;,999.0;325.54;
194,4978,1.0,8,1526,8572779,8540130,7.09187927E8,Qe05971,4.94237457144033E7,>>,1.3422966043201782E7,1.040303891532774E7,5973385.822078964,6994071.769525134,7285412.9587070765,7123790.274263801,7875350.947088638,7670801.618141224,5733128.699868355,7289135.237723584,1.2973938634972485E7,6919298.031836554,5954807.046221874,7085110.2412612615,7775286.024572482,752319.2348440913,5687993.043837217,6414426.028169836,7285337.548362091,6150815.583578073,7402035.347081403,7799259.470337962,4.7078841804142185E7,4.94237457144033E7,4.548657056762018E7,1.1165110744036647E7,<<,7.07181885E8;7.09187927E8;1.063282715E9;3.81083344E8;3.70086731E8;1.064285156E9;4.84108124E8;4.14102875E8;,999.0;101.64;9.2;2.73;2.69;2.4;2.06;1.69;
196,5003,1.0,8,1543,8650691,8748567,3.87092072E8,Qe05971,2.0412801503812397E8,>>,1.0478800142118567E8,9.04164736749334E7,6.57565183121553E7,7.08016744737759E7,7.134681007063434E7,7.067661143106169E7,7.702962952283387E7,7.507948167688033E7,6.199306553837443E7,7.268197464241405E7,9.95970234110257E7,7.550755781987569E7,6.534272955851193E7,7.082159368263246E7,7.508024507172221E7,7.050466913131142E7,6.226051781887198E7,6.699415345000556E7,7.236688862917241E7,6.4657161502224326E7,7.341608431549197E7,7.386588006554829E7,2.014676766425183E8,2.0412801503812397E8,1.9836227930732796E8,9.136850556275214E7,<<,3.53087372E8;7.08185486E8;3.55091919E8;1.061276245E9;1.06228064E9;1.238326172E9;3.87092072E8;3.67066559E8;,999.0;62.85;31.3;6.29;3.32;0.44;0.44;0.43;
198,5031,1.0,6,1563,8743969,8841198,7.45135071E8,Qe05972,514342.50142655947,>>,130374.54713948314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112661.67376958721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500096.09758141264,480213.11240351293,514342.50142655947,0.0,<<,3.96092438E8;1.92058914E8;7.69185547E8;1.80038071E8;7.45135071E8;3.08086151E8;,999.0;787.19;549.78;440.07;390.94;357.2;
200,5042,1.0,3,1573,8792556,8504060,1.10024544E8,Qe05960,198620.23295774442,>>,0.0,181177.09095615192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193170.74647664418,0.0,198620.23295774442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113762.8663168569,0.0,0.0,<<,1.69025085E8;1.10024544E8;1.12003891E8;,999.0;602.44;486.59;
204,5099,1.0,2,1649,9177248,9028364,4.73224823E8,Qe05966,366827.6480449936,>>,76773.7107547681,0.0,0.0,0.0,144289.04480690756,166116.07029398787,0.0,0.0,241847.45160300698,261925.96320306123,71697.4426871973,0.0,0.0,0.0,0.0,94396.3047275124,0.0,0.0,366827.6480449936,203584.35340015643,0.0,350438.7205756169,0.0,0.0,72339.72622322773,53439.34645255864,<<,2.93150482E8;4.73224823E8;,999.0;897.67;
205,5112,1.0,3,1678,9351619,9282981,2.28107224E8,Qe05966,2049423.9338995933,>>,589014.4120008285,579374.0012621372,128606.16304590131,0.0,1379129.4884831058,737441.8506038631,397236.1680589465,89986.36837395292,1656274.376953111,1271427.894173422,539694.5299849841,254591.0730597699,86374.53133895776,145652.7956210747,0.0,909832.0576042628,67386.67366120474,109993.76865959371,2049423.9338995933,1075675.5614830921,67943.87716287111,1362352.675392467,154070.76250108826,276642.5514241044,248400.92161383823,457131.5501977477,<<,2.27103577E8;2.28107224E8;2.86176971E8;,999.0;109.34;82.65;
206,5115,1.0,2,1682,9377094,9276566,1.2301992E8,Qe05960,234858.45324706106,>>,0.0,180598.56811651643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203443.4280431628,0.0,234858.45324706106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<<,1.2301992E8;1.02019432E8;,999.0;887.1;
207,5124,1.0,4,1703,9516509,9446038,2.59129517E8,Qe05966,2669156.5715022734,>>,790495.5874399807,719011.6928646052,113650.90886432481,60751.27856992318,1427321.9130652486,1156427.730565366,225738.88774206783,96608.67229278712,2080180.9611142557,1962303.1834906705,795507.2165932425,269044.94779253745,89240.00238164113,181760.85779333653,0.0,1055946.7748327057,81222.36154196564,120530.60067986077,2669156.5715022734,1986639.4845443463,81628.34335549873,2210570.81858768,66767.00908769415,0.0,55419.517412882815,664898.8295613356,<<,2.59129517E8;2.60133179E8;3.49124878E8;2.81111664E8;,999.0;120.71;62.13;37.2;
208,5143,1.0,2,1733,9711458,9738868,2.0806192E8,Qe05966,175589.05171735832,>>,0.0,0.0,0.0,0.0,143408.7077765609,55064.60865203933,0.0,0.0,153150.05628716125,79735.68026220721,0.0,0.0,0.0,0.0,0.0,53464.53875682337,0.0,0.0,175589.05171735832,70462.48151464401,0.0,137705.9447092376,0.0,0.0,0.0,0.0,<<,3.30203186E8;2.0806192E8;,999.0;680.16;
209,5149,1.0,5,1738,9745309,9711895,9.9044861E7,Qe05971,3966517.645441803,>>,461853.3127608545,347258.6604559652,0.0,0.0,86806.88482537706,70003.11655210677,57847.173134940065,0.0,0.0,60236.840218776706,488325.7834105869,62164.25929919623,0.0,57709.60436446055,0.0,57385.971357649054,0.0,0.0,67030.63084198567,0.0,0.0,0.0,1793330.4293139675,3966517.645441803,2285686.284116475,291783.36218703305,<<,3.45118927E8;3.46122375E8;3.4108783E8;3.731138E8;9.9044861E7;,999.0;168.65;28.87;25.81;23.18;
210,5168,1.0,2,1768,9956313,9877308,2.63139709E8,Qe05966,1494027.2714584076,>>,427867.5235771161,306936.2504038898,0.0,0.0,1056691.5992433976,729870.5478619402,200969.9972957269,0.0,1281384.0359763787,885692.8360382773,344755.55624042836,107825.16983564566,0.0,0.0,0.0,606039.9614391817,0.0,0.0,1494027.2714584076,676448.7112974159,0.0,947724.9624623095,0.0,122555.50997149743,170898.34439331223,296926.6987943673,<<,2.63139709E8;2.64143311E8;,999.0;157.24;
211,5178,1.0,3,1783,10063696,10057610,5.30159912E8,Qe05970,919817.0388499052,>>,270256.7971771682,170672.90462359422,114929.05125470836,127435.11711002744,152842.50514459985,145762.9386725556,163709.13343956106,133036.85328716476,127502.29121434139,161035.79879541454,330002.1818422086,179408.40309415205,110555.91971009577,152556.28504795782,151349.09824579404,166843.92497421213,102011.17893381245,130532.91421041863,163568.9440044711,111478.83349110484,141557.25561985606,169718.7819313005,919817.0388499052,751132.730291991,662637.4969950048,177523.29960424124,<<,5.29156067E8;3.83098145E8;5.30159912E8;,999.0;446.09;268.19;
212,5189,1.0,2,1805,10217184,10184944,3.85113922E8,Qe05970,1448950.0430320064,>>,103377.36908048521,570701.6653379474,269917.15588502033,229546.78058482663,284570.4563191384,284039.1161307761,218082.1535334956,206724.42343411577,153973.19411931405,195111.12741517072,444222.9742241099,333391.42683915194,0.0,290557.8169644348,63146.17128768606,67256.98713850995,189677.24504773816,178233.24148790984,251808.22460999785,305399.67123241903,159913.48124171136,189882.14659541592,1448950.0430320064,1139310.9368935765,1121018.355927395,381164.5034889721,<<,3.54090851E8;3.85113922E8;,999.0;310.13;
213,5195,1.0,2,1819,10315665,10369349,1.32030106E8,Qe05949,131608.06715348177,>>,0.0,0.0,131608.06715348177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52312.02608927113,126805.89197571897,0.0,128687.93289181872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<<,1.32030106E8;1.29019348E8;,999.0;452.45;
214,5197,1.0,2,1820,10322321,10247529,2.9210199E8,Qe05966,2074032.4759564963,>>,630083.1568003995,568862.6905638324,158931.35049829833,97279.09370915593,1462690.3850117608,792208.5928730475,399649.5944039393,135458.77563342988,1492930.576662707,1047106.7000714955,606378.5140800003,278006.1208850353,95137.2237525849,173067.49222380933,96334.15108125695,889942.8533843207,112156.19044765439,168127.7921372263,2074032.4759564963,936858.1550164525,125512.37952791543,1086595.3282466,206705.44989843547,197297.02113028572,175357.3531951201,507562.27968869114,<<,2.91098358E8;2.9210199E8;,999.0;156.7;
215,5203,1.0,2,1826,10367428,10354899,3.01103851E8,Qe05970,636106.5795621619,>>,70883.64972986013,106889.08492376088,88786.96345029684,0.0,95321.56197334557,0.0,0.0,0.0,0.0,0.0,125995.86111033874,70750.46783705542,0.0,50941.10891162369,0.0,67131.39466301425,67990.32136298668,0.0,0.0,105189.56816123115,64992.763688700856,59303.58065910815,636106.5795621619,491125.873532303,423083.7952458301,109375.14692278221,<<,4.43082977E8;3.01103851E8;,999.0;793.19;
216,5217,1.0,2,1857,10579488,10818608,3.54090851E8,Qe05970,1036468.9912036894,>>,146932.41797718575,0.0,0.0,119230.65891239031,151672.2056524242,138945.7757488884,123531.46625230603,109526.09364062047,92675.84846858612,78968.46250821302,236643.39926073348,0.0,0.0,183441.7824941964,160291.81952595906,0.0,152208.1816427043,66412.02498965415,105801.26049921474,0.0,0.0,0.0,1036468.9912036894,664546.4718862025,610613.5235181659,0.0,<<,3.54090851E8;4.54138641E8;,999.0;117.41;
218,5245,1.0,4,1886,10781842,10656230,1.90054245E8,Qe05966,6538431.200273852,>>,1883654.0590297617,1781556.2244464722,264683.4707747487,0.0,3825430.579461214,3188133.5291971248,739416.9835589825,221772.47046830194,5187164.7807473205,4637172.573316382,1873393.8075803267,525156.5381966892,235106.73013737903,174176.19755774928,0.0,2295521.6028827643,204185.14103542193,250996.55669455018,6538431.200273852,3924174.0082233753,141630.774624107,5113341.169262606,283371.30602526764,281855.89883219945,319489.7775935072,1578186.1644889712,<<,2.43171127E8;1.90054245E8;2.44174683E8;1.92050171E8;,999.0;640.5;128.08;26.8;
219,5256,1.0,3,1901,10874351,10839388,7.06170166E8,Qe05953,781637.4962775005,>>,384400.7314433705,288961.3630797337,386770.52133717434,305959.7783225598,711573.9210504326,356305.0077022475,781637.4962775005,102912.21820166119,750373.2547270226,649428.4414344453,374586.3951616627,417465.1165381778,91303.20274426824,490131.0554053286,0.0,373406.06006787036,61130.95485711448,188050.73599712172,581113.2838984919,293467.48494381073,202399.92074209737,455127.49549206626,174052.92553566163,81269.10407785844,97421.9943122821,359379.37210760463,<<,3.52079559E8;7.06170166E8;3.52581482E8;,999.0;518.2;348.97;
220,5258,1.0,7,1902,10880580,10867862,6.80137573E8,Qe05961,3976497.0713369013,>>,1501381.3839797382,1113576.963749392,1046024.1082518345,3441609.2388246795,560237.8947736959,1810199.8166465287,534578.2392715318,3619800.5394405313,330673.713755136,911900.7495874492,1239722.8641904593,703496.3397674208,2995033.8500901,1315786.6464255373,3976497.0713369013,1335210.831090986,3163352.3325477135,1179258.058245831,154572.17069300896,775430.5456677446,3587945.6125820866,689717.0892645604,91109.9482244132,78487.49042276587,55219.89769633004,1227590.343636922,<<,6.58155579E8;6.59159119E8;3.28574005E8;6.60158142E8;3.29075317E8;6.80137573E8;3.39565002E8;,999.0;323.13;281.32;114.47;87.66;58.07;21.64;
222,5276,1.0,2,1914,10956478,10920085,2.87180511E8,Qe05966,1611166.7226166937,>>,485254.77977851767,362530.39633281727,0.0,0.0,972670.0891067942,787552.7260345973,99218.56140046184,0.0,1181237.5063618682,1106987.00956739,392952.37380922923,81673.03002869787,0.0,0.0,0.0,645667.1723575578,0.0,0.0,1611166.7226166937,1053825.052844317,0.0,1162326.554211715,0.0,91811.35830767946,99612.1471076171,338672.50941913936,<<,2.86176941E8;2.87180511E8;,999.0;146.3;
223,5280,1.0,3,1915,10962859,11042565,3.75069244E8,Qe05970,2156937.8399726246,>>,734997.7028360049,617693.250382582,249226.11232718983,298722.32743830973,547933.2935662261,485423.1232124112,309259.51336156996,310610.636640702,510553.6441477138,561536.9017671419,686216.2700869266,348817.2910579663,277890.2123896511,394932.19419769326,419563.5678220312,536970.3875467891,280181.80413202744,323079.96824447036,662175.0886194899,476960.6061254321,344191.7618727744,508245.05517825356,2156937.8399726246,1954666.2401295595,1723946.7610658787,594889.9353795109,<<,3.11077026E8;3.120802E8;3.75069244E8;,999.0;147.0;54.5;
224,5292,1.0,2,1937,11105349,11096324,1.37024216E8,Qe05971,7042856.148693014,>>,1356910.2154970411,1366457.5920865291,0.0,0.0,1406518.3335154536,85573.01449532049,1154315.0677778232,0.0,1498644.410479801,1224724.8963722999,1274224.28660929,81698.11547813784,0.0,0.0,0.0,0.0,0.0,0.0,1490184.1230612774,0.0,0.0,1164372.9030200727,0.0,7042856.148693014,3706151.7649702355,0.0,<<,1.37024216E8;1.38027267E8;,999.0;64.06;
225,5302,1.0,3,1948,11174522,11152055,5.15140015E8,Qe05953,1292787.9935089224,>>,909275.371649821,662379.7252614391,784375.4397558512,838442.5378438076,817330.0616083571,723203.1621150264,1292787.9935089224,830799.1727563611,415515.7378141936,670428.6168783653,768152.645669356,1257873.917537302,875248.2443217136,808611.9829572174,759963.0702643121,871967.9974652969,576698.3205912714,851188.6936682864,577622.5002007929,542927.5852367606,753369.2650156647,512082.05674643046,1248166.8508284239,716347.5833756406,798038.7205851714,627176.9025156639,<<,5.15140015E8;5.16143433E8;2.57066437E8;,999.0;236.28;186.32;
226,5310,1.0,4,1956,11224064,11181878,5.75270447E8,Qe05960,1647954.705369136,>>,1424884.8803521502,1098507.2553668416,1215840.3174194107,1417352.1783985468,1496660.6254830868,1494999.6800334668,1560514.1795741057,1295082.421459819,1120417.6813941887,1447155.6678535994,1261706.6687761622,1042749.2825679497,1120344.972643871,1647954.705369136,1604733.0798123323,1513622.1336797408,1036142.7111526905,1293412.7125647261,1607433.41731956,1429260.2986294266,1467582.9401802688,1188164.9372015723,456597.2413730815,458076.0688942096,573864.5552056836,1264243.1227043697,<<,5.75270447E8;5.76273804E8;5.77277405E8;6.19257813E8;,999.0;285.7;75.56;66.76;
228,5321,1.0,5,1966,11288957,11206515,4.32158844E8,Qe05971,8678207.284819735,>>,1050657.8259180826,655504.4643521213,65838.2452942433,0.0,66623.66933998339,0.0,113122.9628768215,0.0,0.0,0.0,751529.9834924355,142644.5541321676,0.0,70429.342504577,0.0,63021.071594060224,0.0,92013.07401248143,68773.90300939817,0.0,0.0,0.0,2664449.750968143,8678207.284819735,3636323.669449662,727531.2244198275,<<,4.31155457E8;4.7716098E8;4.32158844E8;4.7816394E8;4.67132019E8;,999.0;488.01;212.9;105.53;56.35;
230,5334,1.0,3,1976,11348874,11316683,4.72174957E8,Qe05950,2144767.5110558,>>,1098942.1529200594,793833.0999592379,1655651.5673195063,2144767.5110558,1000448.3719474796,889191.7034188337,768715.8082820054,1860124.1953741016,125921.13690494355,656988.8309572794,885296.4159343032,1282518.5586427005,1893247.0749227675,1156499.097338331,1456114.5097458942,928120.814051981,1069232.079942878,1180201.3874459974,100277.79505785267,426368.42205286154,1341044.7799000442,333998.4829656169,144080.40456546686,136949.26973635858,166946.18210634764,1039098.8409322549,<<,4.71171509E8;4.72174957E8;5.15138916E8;,999.0;183.57;157.37;
232,5350,1.0,3,1995,11454576,11416371,2.17090958E8,Qe05972,5408291.20918626,>>,1732935.426866723,1363003.195370865,1316107.6758401105,1442240.0264243619,1454115.0075766435,1170220.673620869,1786635.3488893218,1060012.201910316,1059927.8838012852,1397058.3105293338,1721464.3072706598,1178183.9366211093,1143876.4492553486,1138508.648120717,903070.7095891903,869359.4801927104,759449.7506766372,863525.5593128302,970826.4217239199,570311.6088555208,971826.1792656883,1052772.5960550087,4814636.198136428,4072858.4199298453,5408291.20918626,1456992.3438052642,<<,2.16087402E8;2.17090958E8;1.16982765E8;,999.0;95.61;14.61;
233,5364,1.0,3,2003,11498657,11471948,4.43191833E8,Qe05953,9982176.37157473,>>,9288971.821561448,8074461.902417322,7811817.378337327,8408713.201479478,9214642.557360716,8815875.053582793,9982176.37157473,8245489.731998034,7733661.094077441,9352888.832004339,8254303.320920195,8821910.928938676,7083008.466585721,8515250.10452377,8486902.634849617,8542495.081197688,6672295.673830962,7692863.832825471,8782201.764106674,7527035.623528619,8587168.760654632,8187427.647085103,8631934.830151642,7635518.487578409,6860457.856989314,8023252.465218686,<<,4.43191833E8;4.44195282E8;4.45197571E8;,999.0;236.09;45.08;
234,5374,1.0,3,2012,11551041,11520070,2.15082489E8,Qe05972,466013.60235774744,>>,103145.6252687792,92332.4895093163,79152.15375926832,78834.57878110751,93588.17707633863,78671.8946665282,97102.93327635142,70357.4700082385,85083.79192497727,88601.47059411426,93061.15847761165,149131.13777405073,54080.29114293532,97117.54562197233,91100.18169528744,93269.62794180309,54679.397313392044,82394.14617435772,97929.0178821194,77494.139609484,80076.62815888366,89730.51783242213,287702.38557821757,396752.4173930752,466013.60235774744,93295.93016392071,<<,4.1112677E8;2.15082489E8;1.71066208E8;,999.0;643.11;275.82;
235,5386,1.0,2,2020,11593474,11490148,7.98290039E8,Qe05967,434847.60348028585,>>,193626.83585557825,433699.0086569554,358249.0015089715,73146.82157798883,127787.90243725508,89043.09818350249,337609.6519158825,129073.17577485091,206914.06850216512,119037.46618152694,94331.8782217462,205748.80441509275,54023.39126612042,201107.46382814704,118695.19230358022,206838.76322754065,0.0,99221.50504955644,205135.1607447963,434847.60348028585,80490.24276693893,93485.67341562721,88447.3620169305,133375.0495002978,124811.21737044734,432683.4042457037,<<,7.97286621E8;7.98290039E8;,999.0;413.88;
237,5415,1.0,2,2045,11718899,11671939,3.02150696E8,Qe05966,616329.6040906372,>>,156150.00506375704,140841.69081898377,0.0,0.0,326048.3942513228,220226.13469278734,67307.98485400302,0.0,436947.5604095794,371886.39073656127,148510.34729185372,52972.62702442112,0.0,0.0,0.0,225170.91318520383,0.0,0.0,616329.6040906372,298742.6174480029,0.0,418636.1119187819,0.0,0.0,0.0,129236.21070108985,<<,3.02150696E8;3.03154144E8;,999.0;163.03;
238,5422,1.0,2,2050,11743316,11712924,3.85113434E8,Qe05970,1911570.7684526686,>>,1617756.5978152158,1381276.6462084486,1322124.9735819525,1403723.8239999071,1622703.5912814953,1434122.2503593112,1545001.1016276365,1372613.810751999,1286876.2003426494,1528021.8889253158,1433227.841917995,1478179.3669048422,1441154.9181919747,1371626.7255303431,1385830.2166713665,1464622.4006014415,1223214.1852467821,1417901.790933668,1475696.0204410926,1319577.0396869634,1461542.6497725777,1452616.084713441,1911570.7684526686,1653936.1893051576,1668486.3136419512,1365997.0326716914,<<,3.85113434E8;3.86117004E8;,999.0;176.71;
239,5446,1.0,3,2068,11828029,11854645,7.07181763E8,Qe05953,6565141.656408325,>>,4872324.234558791,4807824.811689134,3733346.3063231474,3470534.2303122254,4305406.151209586,3660746.9855169742,6565141.656408325,3855909.8808515863,4122492.597912194,4334871.744920252,3792419.8644509288,4848925.664866884,2628805.884478328,4140038.804158946,4230925.122420343,4791199.09136376,2727433.45475479,3868241.117811854,4853938.331555735,4254223.315137989,3543885.0251739705,3657011.488004095,4939205.980199395,6019658.849625163,5438838.117987223,4011061.900228953,<<,7.07181763E8;3.55091614E8;1.92059067E8;,999.0;348.99;64.44;
241,5468,1.0,9,2079,11880064,11839638,4.15143524E8,Qe05953,8899150.856966656,>>,6411864.401411909,6135339.573479314,7765104.520345529,7957937.097345677,7368236.2569053285,6734743.008928715,8899150.856966656,7553738.041666463,5148674.174522394,6640983.55856628,5626754.084257886,8542415.324699996,7553775.413896327,7265664.829067207,8373346.095969405,6868115.641325043,6271725.042944409,7506033.506730427,5678000.229574123,6019562.8476504255,7620706.735669334,5850353.8331325175,0.0,0.0,283037.078908622,5819491.914399414,<<,4.14140015E8;3.68134277E8;4.15143524E8;7.22228943E8;3.69137787E8;7.23232605E8;4.16144348E8;4.58129974E8;4.83134766E8;,999.0;399.52;200.96;156.34;75.85;63.72;43.09;28.99;10.47;
242,5495,1.0,2,2087,11918555,11874337,7.08185425E8,Qe05953,1779424.7069138342,>>,1247147.5557049778,1319109.4011439544,1073872.8911060502,780831.0216904506,1079996.281726457,852564.8082850877,1779424.7069138342,899073.7248595634,1000196.4726077736,1044292.2196140996,899972.6845895295,1237100.421233179,552843.2346906589,981383.0377101755,982330.9952452232,1225067.2450175725,616792.3700085594,899811.6918014043,1174883.369618976,1091060.9290343628,863188.3323909385,867801.1257550472,1351245.2423362632,1601196.2956281023,1445266.5564198236,969370.5758235427,<<,7.08185425E8;5.30635437E8;,999.0;57.02;
243,5503,1.0,4,2092,11942610,11918115,3.93138794E8,Qe05953,1682318.1466830964,>>,1388201.1864739563,1361683.7212074138,1510714.755423857,1506849.4099304066,1613426.4604798993,1507061.0925510088,1682318.1466830964,1380779.9811802357,1365049.3279559496,1587959.4843408917,1308956.7397442257,1545679.8912457575,1253154.1736337345,1459410.1062030941,1589297.3006787763,1490710.1397306665,1146621.6862339443,1268776.77907567,1551192.058123063,1413934.8075628427,1464025.097828882,1546557.5687500706,379045.91382209776,459185.9668940117,711436.5329548024,1400258.4981658373,<<,2.75113281E8;7.47234375E8;3.97186157E8;3.93138794E8;,999.0;285.71;192.45;125.56;
244,5525,1.0,4,2101,11985756,11910445,5.29156128E8,Qe05955,2972407.021375398,>>,1221820.378610948,1177844.9844615932,2291010.275184918,1651412.4521194957,1502218.8547027668,1922455.2570205433,2476391.8694930747,1753049.3403164055,2972407.021375398,2249483.5289564594,1245914.5625023418,1917626.6450860705,1511713.2245108366,232444.5873518039,195544.24034934636,950393.4271748775,808496.1513363023,850530.595399797,298296.181607777,732955.2197115658,203730.873618793,814893.8987596887,712108.4772763808,292345.45909792616,439671.48462657013,1147545.1498907239,<<,1.75060883E8;5.29156128E8;1.76064133E8;5.30161682E8;,999.0;396.61;81.99;81.44;
246,5547,1.0,3,2110,12030380,12012589,5.97264587E8,Qe05966,1724370.8249208422,>>,513993.05108577595,433482.0978926078,0.0,0.0,1228418.2850041753,996172.0513106366,217525.33936400976,66090.11908069008,1628532.1919438173,1222797.9034663974,518276.8225279795,130204.77344937675,70770.73336651818,0.0,0.0,689651.6791313858,80495.35466406148,0.0,1724370.8249208422,1023038.2185219473,0.0,1331397.1098945506,0.0,272508.7850247667,402412.986299274,417846.54597930476,<<,2.43171021E8;2.44174652E8;5.97264587E8;,999.0;137.24;85.26;
247,5551,1.0,10,2112,12037564,12012842,3.38095825E8,Qe05970,1.5034759766401015E7,>>,9992059.324456058,8405701.574038869,8065344.9497498665,8792859.55721665,8707974.045943413,8338436.722537574,8565567.763564238,8505518.248351743,7358011.30194096,8410285.358973198,9143654.66722813,8569335.257177042,7958307.056293002,7888785.122971751,8633303.340932908,8402637.818905417,6942304.91234105,7514075.149618927,8495337.056857865,8133077.893822743,8663718.232171891,9826512.58860625,1.5034759766401015E7,1.3455731754293395E7,1.4804433581168134E7,8574575.19026432,<<,3.37092468E8;3.38095825E8;6.91187195E8;6.92190491E8;3.39097443E8;4.27087921E8;4.05079407E8;5.77285889E8;6.93194641E8;6.75193298E8;,999.0;176.53;96.03;35.91;28.85;19.52;15.51;14.58;11.18;5.29;
248,5563,1.0,2,2113,12039901,11898436,7.08185242E8,Qe05965,5713371.891353475,>>,5713371.891353475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4990783.270229549,0.0,0.0,0.0,0.0,0.0,4554159.836861443,<<,7.07181824E8;7.08185242E8;,999.0;366.41;
