clusterId1,centrotype,cent.factor,nr of peaks in cluster,chosen peak#,Scan Nr,retention,retentionMean,Mass(uD),membership1,simIsShared,sim ranking of peak,max sample name,max value,QUANT_START,Qe05965,Qe05948,Qe05949,Qe05950,Qe05951,Qe05952,Qe05953,Qe05954,Qe05955,Qe05956,Qe05957,Qe05958,Qe05959,Qe05960,Qe05961,Qe05962,Qe05963,Qe05964,Qe05966,Qe05967,Qe05968,Qe05969,Qe05970,Qe05971,Qe05972,Qe05973,QUANT_END,mass list,(relative)intensity list
59,2426,1,4,2437,362,2075115,2086849,962356262,0.980326,FALSE,1,Qe05955,215096,>>,25554.99,26867.94,23297.41,24608.23,146947,22514.07,66912,27072.9,215096,54630,25737.21,23748.8,24538.47,52139,24840.21,56228,26354.05,27278.82,210784,24277.89,24911.53,55883,22946.37,24851.96,27306.24,22628.61,<<,9.62356262E8;2.75088287E8;4.09180939E8;4.23198486E8;,999.0;924.0;502.74;407.76;
60,2448,1,17,2480,366,2093686,2088972,609186829,0.983668,FALSE,1,Qe05971,6518211,>>,3923132,3920207,4086189,3255068,3348125,2642086,4171504,2756400,3327940,2983534,3527309,4035933,3090686,4513710,3864504,3812432,3096913,4040050,3606506,3418368,3242549,2763217,3529739,6518211,5636029,4475568,<<,6.09186829E8;2.67071411E8;5.51145569E8;6.10189697E8;6.27223083E8;2.68074585E8;7.46233704E8;5.65161011E8;4.09078308E8;2.21065857E8;5.63181091E8;4.13128265E8;6.28228333E8;4.0508606E8;8.93262329E8;7.47231018E8;4.25071655E8;,999.0;998.74;906.38;234.97;133.45;79.94;73.12;50.84;44.14;43.64;41.7;26.9;26.04;22.99;21.62;19.9;10.94;
61,2505,1,18,2510,368,2102290,2096010,191055603,0.970879,FALSE,1,Qe05967,3.71E+08,>>,3.07E+08,3.52E+08,3.69E+08,2.98E+08,3.28E+08,3.14E+08,3.51E+08,3.08E+08,3.39E+08,3.25E+08,3.06E+08,3.38E+08,3.05E+08,3.22E+08,3.09E+08,3.25E+08,3.00E+08,3.13E+08,3.43E+08,3.71E+08,3.21E+08,3.20E+08,1.38E+08,2.20E+08,1.92E+08,3.71E+08,<<,1.91055603E8;3.83118835E8;5.33171326E8;3.84122375E8;5.34174805E8;1.92059067E8;6.70218994E8;3.85123474E8;5.35177368E8;8.75287048E8;6.71222046E8;5.20166992E8;6.72227417E8;8.7729187E8;5.86082153E8;1.217402466E9;4.36029419E8;1.185823486E9;,999.0;843.14;334.18;134.75;72.12;52.42;33.22;23.69;19.14;14.22;10.12;3.75;2.66;1.64;1.4;1.18;0.94;0.22;
62,2491,1,4,2493,367,2098001,2095210,281050842,0.986286,FALSE,1,Qe05959,2043998,>>,1701074,567550,842310,1681747,1729596,1577394,1607635,1533900,1881003,1758416,1617699,1727118,2043998,1962920,1890495,1706744,2042716,1891623,1742423,746772,1995793,1759321,1004084,1535401,1554206,844145,<<,2.81050842E8;2.3504567E8;1.71029495E8;3.64100006E8;,999.0;523.47;160.23;93.94;
66,2648,1,13,2610,378,2145457,2143825,289032410,0.961324,FALSE,1,Qe05955,1.83E+07,>>,1.06E+07,1.01E+07,8875436,5717014,1.62E+07,1.06E+07,1.56E+07,5736982,1.83E+07,1.50E+07,9882896,1.23E+07,5314578,9933369,5290179,1.13E+07,4539121,6957129,1.73E+07,1.08E+07,6425014,1.27E+07,4387576,7560381,6121723,1.05E+07,<<,2.8903241E8;4.29124176E8;4.81095703E8;1.75060638E8;1.76935959E8;2.57077087E8;2.92923218E8;5.17140442E8;5.7514502E8;5.79072571E8;3.5505365E8;8.23213135E8;5.18143677E8;,999.0;164.93;111.53;92.42;39.28;38.28;30.33;28.81;22.68;15.03;9.26;8.03;6.1;
68,2711,1,20,2753,385,2177017,2169753,371097992,0.997077,FALSE,1,Qe05970,7381790,>>,2514259,2632525,2312945,2008462,1715113,1928573,1947744,2232911,1682828,1825060,2246649,1912948,2072286,1782379,1892043,1788990,1910987,1972293,1658302,2098264,2056541,1688429,7381790,5877815,6261947,2833301,<<,3.71097992E8;5.63122375E8;1.67020432E8;1.29019104E8;4.69074249E8;3.59047699E8;3.72101532E8;5.64126526E8;2.05035248E8;3.55123718E8;6.60165833E8;4.63112823E8;3.01041412E8;2.77091614E8;5.65128967E8;3.49093323E8;6.741875E8;7.0017334E8;5.57162842E8;2.18066208E8;,999.0;560.28;249.49;220.68;190.07;186.58;154.98;152.74;62.61;57.57;52.01;47.63;46.15;42.37;31.62;28.46;26.91;25.31;19.96;16.37;
69,2751,1,5,2698,383,2166972,2159230,333059937,0.960962,FALSE,1,Qe05949,4504859,>>,2530108,3144198,4504859,3501899,2531108,2189615,3405789,2849895,1010707,1386741,2552748,3889941,2796690,3562373,3840827,3280608,3266132,3215734,1456709,2569513,3548937,1893281,2817265,855100,753213,3104396,<<,3.33059937E8;5.20093872E8;7.7807251E8;3.28066742E8;6.75174622E8;,999.0;689.13;183.69;172.36;105.04;
71,2857,1,4,2857,392,2207311,2266960,333092682,0.999955,FALSE,1,Qe05955,534734,>>,24761.72,25085.26,26826.71,24046.39,331120,170010,24348.52,24676.55,534734,135209,26999.3,26151.57,26650.56,25912.74,26453.54,25784.18,23832.36,25186.25,374213,24673.56,25909.6,108955,27084.95,98931,58361,26538.98,<<,3.33092682E8;2.79047729E8;2.99098236E8;2.78124298E8;,999.0;593.68;425.41;65.35;
72,2890,1,2,2878,396,2222600,2218701,270061737,0.982726,FALSE,1,Qe05961,1220998,>>,286415,280716,439217,432504,1219059,362338,1117748,467822,237615,281977,284334,313583,406232,328052,1220998,218093,389865,313517,180215,208492,350730,250091,124840,179293,26232.74,312656,<<,2.70061737E8;2.7006192E8;,999.0;274.95;
74,2899,1,3,2899,400,2237863,2233649,387113831,0.999955,FALSE,1,Qe05950,4.55E+07,>>,3.53E+07,3.38E+07,3.68E+07,4.55E+07,2.94E+07,3.72E+07,2.96E+07,4.43E+07,2.70E+07,3.56E+07,3.43E+07,2.95E+07,4.14E+07,3.03E+07,4.41E+07,3.26E+07,4.17E+07,3.74E+07,2.82E+07,3.83E+07,4.29E+07,3.93E+07,3.37E+07,2.26E+07,2.52E+07,3.32E+07,<<,3.87113831E8;3.41108063E8;5.86046143E8;,999.0;126.9;18.85;
77,2954,1,12,2954,409,2280130,2275038,191055679,0.999955,FALSE,1,Qe05949,1.79E+08,>>,1.55E+08,1.70E+08,1.79E+08,1.56E+08,1.75E+08,1.60E+08,1.77E+08,1.61E+08,1.70E+08,1.69E+08,1.54E+08,1.69E+08,1.52E+08,1.56E+08,1.57E+08,1.63E+08,1.48E+08,1.53E+08,1.66E+08,1.79E+08,1.60E+08,1.59E+08,6.43E+07,9.37E+07,8.39E+07,1.74E+08,<<,1.91055679E8;3.83118988E8;5.33171509E8;5.34174927E8;4.21074585E8;6.70224854E8;4.05100555E8;5.20166748E8;4.070401E8;6.71228088E8;4.07077637E8;5.51183289E8;,999.0;345.12;67.51;16.53;8.95;3.46;2.28;2.09;1.95;0.97;0.96;0.47;
78,3046,1,19,3011,415,2306461,2302160,267071594,0.960747,FALSE,1,Qe05971,9244073,>>,4678208,5351809,5014267,3901312,4353546,3527825,5244396,3407231,4344533,3763529,4437138,5117638,3452732,5542888,4544802,4496832,3545623,4615095,4305231,4181505,3785501,3457478,6302923,9244073,8408815,5647570,<<,2.67071594E8;2.23045578E8;4.19067352E8;2.85108826E8;4.19067474E8;2.68074738E8;5.53150818E8;2.24049133E8;4.20070465E8;4.33082275E8;2.86112305E8;5.65161194E8;2.4698584E8;4.53968567E8;4.04119965E8;4.09078705E8;4.3311557E8;4.97090546E8;2.31012192E8;,999.0;676.98;337.75;316.89;122.66;105.4;53.92;51.81;46.45;44.53;42.58;32.42;25.83;21.39;19.42;18.15;10.55;10.16;6.81;
79,3048,1,5,3029,417,2315220,2295005,431139862,0.998157,FALSE,1,Qe05966,9473178,>>,3807402,3281199,1963105,1093948,8379065,6981117,4496387,1858792,9460852,6916557,3806919,3750431,1892392,3919713,1554326,6160594,2405294,2677659,9473178,2779346,1661943,3182291,256341,374510,335693,3270902,<<,4.31139862E8;4.32143341E8;2.26072861E8;4.33145325E8;5.68188354E8;,999.0;170.84;51.21;40.35;30.37;
82,3112,1,3,3102,429,2371341,2365942,343051636,0.986702,FALSE,1,Qe05971,784601,>>,298992,549331,496645,342001,343076,266723,483908,240645,326442,278136,311469,333697,252943,281748,243159,227158,171667,229532,244627,219279,151542,208261,225869,784601,581763,360302,<<,3.43051636E8;3.96077972E8;3.65032898E8;,999.0;730.3;584.81;
83,3110,0.991561,2,3110,431,2380143,2397721,91028145,0.98315,FALSE,1,Qe05955,299210,>>,25513.82,88207,26916.28,25237.14,273903,148969,136398,27377.38,299210,183055,71582,111927,23887.67,77168,23247.5,114691,24116.64,24594.7,240108,25408.39,25850.47,27439.78,25775.05,27097.41,23075.65,26134.26,<<,9.1028145E7;2.6100119E8;,999.0;758.65;
84,3139,1,11,3140,438,2410851,2405610,133014008,0.999503,FALSE,1,Qe05949,4.11E+08,>>,3.29E+08,3.75E+08,4.11E+08,3.96E+08,3.53E+08,3.60E+08,3.80E+08,3.81E+08,3.07E+08,3.48E+08,3.25E+08,3.41E+08,3.45E+08,3.48E+08,3.67E+08,3.34E+08,3.28E+08,3.39E+08,3.15E+08,3.61E+08,3.37E+08,3.38E+08,1.30E+08,2.22E+08,1.87E+08,3.44E+08,<<,1.33014008E8;1.15003456E8;1.34017227E8;2.67035217E8;3.0499118E8;2.70061462E8;2.74024689E8;1.1600692E8;4.0408252E8;3.05994659E8;6.47106812E8;,999.0;48.46;45.76;13.77;6.2;3.88;2.18;2.08;1.6;0.53;0.19;
87,3175,1,5,3194,449,2458099,2444859,117019096,0.956205,FALSE,1,Qe05955,8723950,>>,3255051,4302182,3373435,1200299,6553957,5086355,3516051,1127405,8723950,5820096,3507280,3211527,1038312,3567703,1181238,4513656,1345191,2307687,7311478,3260962,1185450,3779320,2335612,4166947,3977411,3781548,<<,1.17019096E8;2.49061234E8;3.39092499E8;2.50064713E8;2.17082642E8;,999.0;122.21;27.95;13.24;7.01;
88,3218,1,4,3197,449,2458099,2447223,337076782,0.974413,FALSE,1,Qe05971,596105,>>,249164,298146,237233,227111,197201,158919,225748,180251,191690,173246,257127,226852,185688,264029,250060,212367,199941,239473,204968,175112,209467,159788,437573,596105,513244,306316,<<,3.37076782E8;2.65055908E8;1.50012207E8;1.47049271E8;,999.0;600.36;167.25;104.35;
91,3273,1,2,3273,463,2523438,2526990,421002106,0.999955,FALSE,1,Qe05973,333176,>>,203352,303579,227865,178009,102549,26747.41,148465,143165,24256.68,24084.21,132439,167825,152211,184862,297711,179281,206372,205127,27325.41,245243,231739,107212,25818.39,24494.15,235077,333176,<<,4.21002106E8;4.07004486E8;,999.0;777.45;
92,3287,1,6,3303,469,2549889,2530426,274024689,0.97821,FALSE,1,Qe05969,1341806,>>,1136869,1040999,1052552,1246118,1268447,1264017,1328401,1275203,851385,1237949,1187889,1177164,1085927,1202381,1013733,1189750,965498,903252,966929,1186179,1017669,1341806,248780,497228,381377,820579,<<,2.74024689E8;2.76024445E8;3.51055908E8;5.73106689E8;3.6803714E8;2.68946564E8;,999.0;384.4;216.47;197.05;149.52;112.68;
93,3293,1,5,3293,467,2541120,2631479,371098236,0.999955,FALSE,1,Qe05971,478664,>>,105669,166558,133132,72348,25987.95,85615,79635,75129,71341,81625,92783,63770,81779,59218,79809,63833,26865.45,72620,72090,90264,84010,64704,466938,478664,456141,225812,<<,3.71098236E8;3.17027039E8;1.58045807E8;3.65050201E8;2.42006592E8;,999.0;907.35;169.23;104.42;77.25;
96,3378,1,51,3396,475,2576057,2573509,96969238,0.999204,FALSE,1,Qe05955,1.95E+08,>>,1.16E+08,1.38E+08,1.17E+08,8.13E+07,1.67E+08,1.38E+08,1.41E+08,8.12E+07,1.95E+08,1.71E+08,1.23E+08,1.18E+08,7.49E+07,1.05E+08,6.69E+07,1.26E+08,6.51E+07,8.55E+07,1.72E+08,1.43E+08,7.19E+07,1.56E+08,1.01E+08,1.09E+08,1.02E+08,1.22E+08,<<,9.6969238E7;1.94945877E8;2.92922974E8;1.7693573E8;3.9089975E8;3.86972931E8;4.88876495E8;1.42974716E8;4.84949829E8;5.86853149E8;5.37062073E8;3.28967468E8;6.84829651E8;6.35038696E8;2.94926971E8;6.39764709E8;4.16983551E8;5.82926208E8;1.5892514E8;2.14995667E8;7.33015686E8;4.12882355E8;7.37741882E8;5.41787659E8;5.12830139E8;3.92904114E8;6.10803894E8;7.82807068E8;4.85953339E8;4.28855347E8;4.29970337E8;5.14960083E8;5.27947388E8;5.10857788E8;8.3099231E8;4.43811035E8;5.26832397E8;4.86954559E8;4.90880798E8;6.08834839E8;6.24808594E8;6.80903503E8;6.25923584E8;7.08787109E8;9.33694153E8;8.06761353E8;8.80783203E8;7.0681012E8;9.2896991E8;7.22785461E8;5.88857178E8;,999.0;448.05;219.55;144.7;70.37;45.81;28.54;27.75;24.99;13.47;13.25;7.51;5.4;5.33;5.26;4.71;4.0;3.51;3.49;3.46;2.87;2.86;2.8;2.5;2.48;2.06;2.04;1.99;1.8;1.59;1.52;1.43;1.4;1.39;1.3;1.26;1.23;1.04;1.02;0.99;0.96;0.77;0.75;0.72;0.59;0.53;0.52;0.51;0.5;0.47;0.43;
98,3517,1,15,3492,481,2605149,2596008,333058594,0.998752,FALSE,1,Qe05950,1.44E+07,>>,7606010,6820243,1.19E+07,1.44E+07,5741513,7505856,9854205,1.05E+07,1616784,3498341,7209727,9576650,1.09E+07,9367953,1.33E+07,8670830,1.18E+07,1.09E+07,1712937,3185987,1.27E+07,2441928,1.06E+07,1862421,2061413,7191979,<<,3.33058594E8;2.73037567E8;3.34062012E8;5.25085388E8;2.41011597E8;6.13101501E8;4.3103537E8;5.55096252E8;3.71014587E8;5.26088928E8;6.14104553E8;4.33038544E8;2.74040802E8;3.75032623E8;6.23062256E8;,999.0;157.09;102.29;91.7;81.33;76.13;67.7;30.53;16.65;16.65;15.87;15.08;12.64;11.45;9.75;
100,3521,1,9,3521,483,2613882,2609344,191019516,0.999955,FALSE,1,Qe05948,3.93E+08,>>,3.44E+08,3.93E+08,3.32E+08,3.19E+08,2.99E+08,3.07E+08,3.06E+08,2.78E+08,2.56E+08,3.21E+08,3.04E+08,3.08E+08,2.70E+08,3.14E+08,3.49E+08,3.45E+08,2.80E+08,3.26E+08,3.57E+08,3.86E+08,3.13E+08,3.43E+08,2.19E+08,3.21E+08,2.86E+08,3.72E+08,<<,1.91019516E8;1.9202272E8;1.11008545E8;1.7300885E8;4.81023438E8;6.31910889E8;1.12011963E8;6.32916016E8;4.82026611E8;,999.0;68.01;28.32;4.43;3.18;2.07;1.56;0.42;0.38;
101,3537,1,7,3537,484,2616064,2616431,171006271,0.999955,FALSE,1,Qe05953,6617669,>>,2581135,2935231,2588294,1022185,3538498,2070921,6617669,1300123,2039523,2015709,2632279,5202424,1644523,2501875,865076,2739563,847257,2566120,1567073,1809236,1236178,1766783,3899756,5984102,3383373,3036278,<<,1.71006271E8;2.68982452E8;3.6695929E8;1.72009033E8;3.6403656E8;4.61009674E8;4.64936218E8;,999.0;229.36;96.16;33.33;25.0;20.12;18.82;
102,3583,1,4,3584,490,2640309,2635894,355922668,0.9503,FALSE,1,Qe05970,144272,>>,25065.47,27246.89,72903,22851.55,23260.99,24573.57,25386.27,54145,22986.72,23867.06,25991.65,24204.33,24881.17,27431.86,60987,26200.07,66844,26056.56,26115.87,23331.56,23957.54,26259.54,144272,24708.16,26765.07,23375.58,<<,3.55922668E8;6.45927307E8;1.56990326E8;4.0098877E8;,999.0;556.71;535.98;399.89;
104,3628,1,2,3627,495,2662555,2659253,377084991,0.999175,FALSE,1,Qe05955,1473691,>>,1306331,1138320,1011712,1099606,1460998,1120259,1304139,1139547,1473691,1226792,1231421,1329775,1042597,1108979,1232267,1412670,1015785,1316924,1415824,1019409,1208642,1104913,998499,820817,923702,1049727,<<,3.77084991E8;3.79082336E8;,999.0;321.44;
105,3640,1,11,3645,497,2671495,2664506,197807632,0.963686,FALSE,1,Qe05972,4267450,>>,3526097,3702063,3270980,2910754,2699192,2400598,2961876,2975739,2593723,2250337,3241162,3542389,3069196,3352342,3265315,3179685,3209990,3681427,2602929,2547823,3340780,2187846,4231204,3663683,4267450,3439999,<<,1.97807632E8;1.99804382E8;3.15883728E8;2.80913055E8;2.01801208E8;2.48977844E8;3.17881012E8;1.60842178E8;1.62838348E8;3.51860352E8;2.50954865E8;,999.0;497.99;129.65;114.39;105.77;86.12;78.44;62.18;55.93;50.06;42.32;
107,3679,1,8,3684,509,2729514,2719389,271012024,0.993022,FALSE,1,Qe05972,2.14E+07,>>,3649076,3731761,27377.67,26855.27,25996.84,25446.68,83670,26120.02,23768.13,27251.71,3376363,24158.87,27431.59,22668.05,27406.48,23285.77,23324.38,26041.27,24607.81,23143.44,25282.86,26421.99,1.52E+07,1.96E+07,2.14E+07,3406954,<<,2.71012024E8;2.72016022E8;2.73006348E8;3.33926208E8;1.82996323E8;4.63044098E8;4.85021515E8;1.04035034E8;,999.0;81.91;36.11;34.94;21.87;7.28;5.57;2.79;
108,3677,1,2,3680,507,2720272,2645319,148032761,0.992675,FALSE,1,Qe05948,137333,>>,24256.47,137333,83947,23397.55,25128.38,27350.21,83465,24271.05,24447.89,24388.43,27376.61,52343,25361.11,25927.43,26149.32,23847.41,25618.39,25290.08,23250.91,101658,25637.48,26854.92,23885.99,26987.11,27480.26,108201,<<,3.54091003E8;1.48032761E8;,999.0;738.6;
109,3692,1,11,3703,513,2748182,2745898,404104065,0.989461,FALSE,1,Qe05966,1649882,>>,1144417,1048186,590283,406703,1337795,691021,1258080,650663,1303726,1026221,930030,1289738,668820,923216,473875,1441512,484713,1053559,1649882,777219,863731,845894,149485,787149,645649,1055055,<<,4.04104065E8;3.0692627E8;1.59964737E8;2.75996765E8;1.24983734E8;2.54051941E8;2.779729E8;3.03886169E8;4.05107117E8;1.62939941E8;2.42052216E8;,999.0;914.53;468.51;436.76;289.64;193.8;178.69;166.28;131.51;105.82;71.74;
110,3731,1,3,3724,527,2818593,2808104,152986191,0.966639,FALSE,1,Qe05971,756406,>>,25764.99,25185.44,25872.04,23078.07,22758.84,27473.08,24179.9,26235.5,26398.91,24763.15,27408.07,27485.9,25158.3,22767.99,23552.57,25980.95,25174.6,26578.54,26045.4,26875.22,22704.99,22676.64,540114,756406,691962,23576.18,<<,1.52986191E8;3.02996674E8;3.04972626E8;,999.0;307.28;266.73;
112,3751,1,11,3787,543,2888630,2892459,159066086,0.951995,FALSE,1,Qe05955,1781693,>>,484329,269861,26142.93,79327,1061419,652416,116897,232541,1781693,730640,406730,267600,233335,23735.4,24909.76,25995.11,26745.07,24119.47,688809,22901.93,27268.59,25628.6,25251.13,24597.26,25216.23,24563.5,<<,1.59066086E8;2.0507103E8;9.1028122E7;5.75145996E8;3.33092621E8;4.29124115E8;3.33962189E8;4.82114532E8;2.56093445E8;5.76149048E8;4.49104218E8;,999.0;249.16;245.95;206.22;175.3;161.21;139.6;80.2;70.18;68.82;18.39;
113,3775,1,5,3775,542,2884316,2887826,288986298,0.999955,FALSE,1,Qe05960,1.70E+07,>>,1.06E+07,1.14E+07,1.28E+07,9258158,1.16E+07,4391399,1.69E+07,5163429,8773238,5534936,8050972,1.51E+07,3446799,1.70E+07,1.17E+07,1.16E+07,3172160,9321674,1.24E+07,5382175,5807366,5326184,1979001,1.47E+07,7080306,1.08E+07,<<,2.88986298E8;2.89990082E8;2.90982239E8;3.26941986E8;5.72077209E8;,999.0;68.26;28.13;10.08;7.77;
116,3839,1,5,3839,546,2901584,2899272,435957703,0.999955,FALSE,1,Qe05963,6840322,>>,4696934,5132889,5926568,6277689,3910322,4898711,4622820,6587018,3933894,4635380,5093813,5093972,6740830,5324287,6361899,4560809,6840322,5432434,3668287,5104130,6492124,4724937,5167488,4175675,4179392,5036013,<<,4.35957703E8;5.1505481E8;6.27984131E8;6.28989929E8;6.29991028E8;,999.0;444.98;405.02;174.72;35.27;
117,3854,1,3,3854,550,2918868,2916816,130087173,0.999955,FALSE,1,Qe05966,3221466,>>,1149200,1015263,421218,210543,1849419,1310241,782263,347832,2377020,2011968,1018714,714029,295592,478554,236054,1539581,320396,418156,3221466,1942100,314903,2350117,389861,523923,388314,1069855,<<,1.30087173E8;2.43062851E8;3.02134735E8;,999.0;169.76;47.68;
119,3912,1,4,3916,560,2962578,2960723,199037430,0.998401,FALSE,1,Qe05953,1.39E+07,>>,3398514,3432434,6346681,787221,5904067,2724712,1.39E+07,1981640,2695077,2714434,3640025,1.03E+07,2021125,6122740,840905,5803377,925290,7920897,917730,977428,1427444,808738,838545,22992.24,26340.04,3188116,<<,1.9903743E8;2.00040009E8;3.47074402E8;5.71143982E8;,999.0;53.69;50.72;19.59;
120,3955,1,17,3931,561,2967026,2962323,371097717,0.965801,FALSE,1,Qe05970,1.49E+07,>>,6845324,3751135,4235932,4504157,6298416,5500679,5107824,5777717,4614931,5160689,6036183,5649693,5834929,4442181,5443495,5481306,3448165,3876640,5208979,3563429,5642824,5167878,1.49E+07,1.15E+07,1.26E+07,4976200,<<,3.71097717E8;3.47097809E8;3.7210141E8;2.7101239E8;2.79107758E8;3.01092316E8;4.79140106E8;3.48101624E8;3.73102386E8;5.45114502E8;4.49129333E8;4.61093567E8;4.80143829E8;3.37068634E8;4.33134613E8;6.43117432E8;5.78144409E8;,999.0;242.28;176.94;112.77;74.08;59.74;57.87;37.52;33.32;20.8;16.61;13.57;10.93;7.73;6.86;5.92;4.54;
122,3993,1,8,4019,573,3020174,3036765,133014053,0.969106,FALSE,1,Qe05950,3963837,>>,3227388,3084093,3783456,3963837,2562522,3452632,3748127,3832396,3067126,3559355,3247668,3215493,3571127,3305974,3689253,2858364,3348926,3191796,2809956,3155349,3378038,3433973,1316265,1834416,1465939,2802973,<<,1.33014053E8;3.45082153E8;2.99076752E8;3.46085541E8;2.60023071E8;1.37024277E8;1.34017578E8;3.00080231E8;,999.0;613.32;226.47;96.38;90.95;48.77;43.43;31.25;
123,3999,1,21,3998,571,3015578,3001660,164071457,0.999955,FALSE,1,Qe05969,3.17E+07,>>,1.85E+07,8692342,1.11E+07,1.04E+07,2.64E+07,2.25E+07,1.30E+07,1.34E+07,2.39E+07,2.66E+07,1.86E+07,1.41E+07,1.32E+07,1.08E+07,1.05E+07,2.07E+07,7927662,8607796,3.09E+07,2.07E+07,1.18E+07,3.17E+07,1.66E+07,9733432,9207225,1.48E+07,<<,1.64071457E8;1.65074768E8;2.2915535E8;3.09108002E8;4.09009888E8;2.60059021E8;2.93150787E8;2.30159012E8;2.1007692E8;2.32058899E8;3.29149872E8;3.16150513E8;4.10014313E8;3.10113586E8;3.58197906E8;5.06186829E8;3.18108856E8;3.46161469E8;2.62047119E8;2.48033112E8;2.61061279E8;,999.0;101.35;95.86;25.56;24.53;20.06;12.61;11.13;8.28;8.01;7.15;6.12;5.81;5.36;4.97;4.92;4.16;3.43;3.43;3.06;2.39;
125,4052,1,3,4061,582,3062278,2841061,355091675,0.975722,FALSE,1,Qe05948,242368,>>,26486.13,242368,26356.64,23187.13,23761.51,25902.92,25255.38,25198.21,24769.42,25024.22,24769.34,23725.05,24144.73,26595.86,25961.65,25346.68,23616.7,26263.33,22792.17,67010,22655.34,26079.29,24320.18,25565.15,22750.98,237891,<<,3.55091675E8;5.59129822E8;1.79035095E8;,999.0;547.03;320.63;
126,4055,1,3,4063,583,3067039,3061443,129019180,0.969894,FALSE,1,Qe05953,6520808,>>,3958408,4497348,6279102,4760022,5094980,4502489,6520808,4672630,4541292,3981649,4155984,4849172,4224354,5846505,4078812,4171508,4188562,5015645,3768405,3612569,3828455,3499468,2838346,2756896,2488536,4034102,<<,1.2901918E8;2.30066757E8;2.31071014E8;,999.0;147.29;11.36;
127,4076,1,2,4075,584,3071795,3049729,658155212,0.992435,FALSE,1,Qe05961,357231,>>,179254,123404,118608,310402,25833.05,136644,24877.29,289850,26625.22,85789,151730,70452,215897,124292,357231,103202,312021,123509,23569.78,22879.63,322966,68023,65435,57296,26322.48,173431,<<,6.58155212E8;6.59158142E8;,999.0;332.58;
128,4081,1,5,4081,585,3076576,3078007,389120087,0.999955,FALSE,1,Qe05966,899495,>>,153137,107950,24198.08,27348.23,442564,61963,218962,24134.56,466231,145448,137866,179007,25689.1,25899.6,24184.16,288524,22683.38,65140,899495,66000,24534.24,146455,24121.45,233585,228257,24442.53,<<,3.89120087E8;2.79083771E8;3.91208008E8;2.32007706E8;3.90123535E8;,999.0;338.58;222.41;200.68;158.16;
129,4094,1,7,4080,585,3076576,3060815,361113281,0.965276,FALSE,1,Qe05970,558496,>>,181114,140313,120182,133817,115340,126721,140799,131537,89308,128105,162074,131911,111894,137298,139749,114504,121137,137432,105003,115297,132948,123047,558496,376823,338910,171701,<<,3.61113281E8;7.25192932E8;2.40053925E8;5.77141052E8;2.32082001E8;7.26196106E8;4.93156128E8;,999.0;899.3;581.67;534.07;299.58;292.64;146.84;
130,4127,1,5,4139,596,3129495,3124553,273022583,0.960581,FALSE,1,Qe05954,383641,>>,256154,214489,270225,368756,218571,312300,179729,383641,198333,290529,301607,231152,371698,246001,359581,249551,334580,248445,197737,289262,330342,343217,303641,182119,228641,227963,<<,2.73022583E8;2.59006805E8;4.1904425E8;4.49973694E8;5.47152344E8;,999.0;556.4;530.63;530.59;455.69;
131,4137,0.991408,3,4137,595,3124626,3101216,332124512,0.982846,FALSE,1,Qe05966,178216,>>,26355.89,27293.97,24771.44,23974.72,109479,69645,25851.1,23449.05,111683,118898,26999.32,23453.1,26355.68,22766.88,26820.75,74442,24758.95,23965.71,178216,91025,24344.13,108504,24998.01,22760.6,27495.52,24999.46,<<,3.32124512E8;5.32167053E8;2.52107178E8;,999.0;811.39;573.1;
132,4157,1,3,4150,602,3159051,3142369,308080688,0.968096,FALSE,1,Qe05950,847366,>>,603829,638118,747738,847366,691636,744328,766002,781400,607649,776707,621826,645191,645444,606077,709678,626766,627413,619119,627614,679103,675449,726771,111247,110439,125625,584633,<<,3.08080688E8;5.59239197E8;5.60242615E8;,999.0;663.47;217.44;
134,4172,1,3,4166,611,3206837,3437724,227139877,0.957001,FALSE,1,Qe05966,593066,>>,24804.12,25740.37,24502.36,26684.11,96099,354432,64795,26320.7,468684,374020,24420.35,25465.29,26434.87,22690.49,27286.4,62442,27021.72,24110.12,593066,27274.83,25554.76,340242,27435.23,24113.87,23402.59,27434.52,<<,2.27139877E8;2.61127075E8;3.44218842E8;,999.0;338.52;215.17;
135,4174,1,2,4182,621,3254739,3238625,312054413,0.974329,FALSE,1,Qe05970,158361,>>,24916.67,26585.01,23764.37,26564.7,22576.16,25294.73,26486.18,23812.59,24247.97,24693.46,24291.86,26445.37,25772.3,23330.47,26455.59,25495.32,24987.81,24016.16,25742.81,23725.52,23983.77,24097.37,158361,140340,140920,24519.63,<<,3.12054413E8;3.19102448E8;,999.0;614.73;
136,4188,1,2,4198,629,3297929,3120919,546117798,0.963088,FALSE,1,Qe05948,976805,>>,54025,976805,539877,27005.41,22990.19,25509.75,25843.84,26586.99,26798.02,24982.53,25198.11,24971.46,23331.89,26733.51,26062.2,22684.21,22573.57,27175.69,24773.13,628307,22632.47,26475.88,87515,108817,127541,949905,<<,5.46117798E8;4.8710849E8;,999.0;70.84;
138,4195,1,3,4195,628,3292497,3274732,414140442,0.999955,FALSE,1,Qe05961,785696,>>,438203,450961,665483,710035,301078,374991,701334,543714,141491,261075,344737,639973,493866,639469,785696,400180,659714,694175,157712,333518,685090,182774,25400.78,25879.18,22833.93,459427,<<,4.14140442E8;4.15143799E8;3.45118744E8;,999.0;209.58;145.22;
